Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
888268	Dichanthelium oligosanthes	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Panicodae,Paniceae,Dichantheliinae,Dichanthelium,Dichanthelium oligosanthes	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648036,147428,1648011,161620,888268
889517	Saccharomyces cerevisiae CEN.PK113-7D	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,Saccharomyces cerevisiae CEN.PK113-7D	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,4930,4932,889517
890382	Albugo laibachii Nc14	isolate	root,cellular organisms,Eukaryota,Sar,Stramenopiles,Oomycota,Albuginales,Albuginaceae,Albugo,Albugo laibachii,Albugo laibachii Nc14	1,131567,2759,2698737,33634,4762,370421,65355,65356,653948,890382
905079	Guillardia theta CCMP2712	strain	root,cellular organisms,Eukaryota,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia theta,Guillardia theta CCMP2712	1,131567,2759,3027,589342,589343,55528,55529,905079
906689	Dendrobium catenatum	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,Asparagales,Orchidaceae,Epidendroideae,Malaxideae,Dendrobiinae,Dendrobium,Dendrobium catenatum	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,73496,4747,158332,158393,158406,37818,906689
907965	Encephalitozoon hellem ATCC 50504	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Microsporidia,Apansporoblastina,Unikaryonidae,Encephalitozoon,Encephalitozoon hellem,Encephalitozoon hellem ATCC 50504	1,131567,2759,33154,4751,112252,6029,6032,36734,6033,27973,907965
911162	Ophiocordyceps sinensis CO18	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps sinensis,Ophiocordyceps sinensis CO18	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,474942,474995,72228,911162
913774	Oidiodendron maius Zn	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Leotiomycetes incertae sedis,Myxotrichaceae,Oidiodendron,Oidiodendron maius,Oidiodendron maius Zn	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,221903,37240,78141,78148,913774
914234	Gelatoporia subvermispora B	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Polyporales,Gelatoporiaceae,Gelatoporia,Gelatoporia subvermispora,Gelatoporia subvermispora B	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,5303,2028217,98757,42742,914234
914237	Rhynchosporium commune	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,2316155,38037,914237
914238	Rhynchosporium agropyri	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium agropyri	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,2316155,38037,914238
930089	Bipolaris zeicola 26-R-13	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris,Bipolaris zeicola,Bipolaris zeicola 26-R-13	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,33194,5017,930089
930090	Bipolaris oryzae ATCC 44560	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris,Bipolaris oryzae,Bipolaris oryzae ATCC 44560	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,33194,101162,930090
930091	Bipolaris victoriae FI3	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris,Bipolaris victoriae,Bipolaris victoriae FI3	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,28556,33194,40125,930091
930990	Botryobasidium botryosum FD-172 SS1	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium botryosum,Botryobasidium botryosum FD-172 SS1	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,36064,68792,68793,264124,930990
930991	Paxillus rubicundulus Ve08.2h10	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Paxilineae,Paxillaceae,Paxillus,Paxillus rubicundulus,Paxillus rubicundulus Ve08.2h10	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,68889,227331,5394,5395,463315,930991
930992	Suillus luteus UH-Slu-Lm8-n1	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Suillineae,Suillaceae,Suillus,Suillus luteus,Suillus luteus UH-Slu-Lm8-n1	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,68889,227332,227336,5379,5384,930992
931890	Eremothecium cymbalariae DBVPG#7215	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,Eremothecium cymbalariae,Eremothecium cymbalariae DBVPG#7215	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,33170,45285,931890
932028	Pomatorhinus ruficollis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Sylvioidea,Timaliidae,Pomatorhinus,Pomatorhinus ruficollis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,2116661,9173,98147,932028
933077	Toxoplasma gondii VAND	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii VAND	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,933077
933084	Jaapia argillacea MUCL 33604	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Jaapiales,Jaapiaceae,Jaapia,Jaapia argillacea,Jaapia argillacea MUCL 33604	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,721927,721929,202696,202697,933084
933388	Penicillium oxalicum 114-2	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium oxalicum,Penicillium oxalicum 114-2	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,69781,933388
933852	Serendipita vermifera MAFF 305830	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Sebacinales,Serendipitaceae,Serendipita,Serendipita vermifera,Serendipita vermifera MAFF 305830	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,297313,1506295,358905,109899,933852
935652	Toxoplasma gondii RUB	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii RUB	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,935652
936435	Serpula lacrymans var. lacrymans S7.3	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Coniophorineae,Serpulaceae,Serpula,Serpula lacrymans,Serpula lacrymans var. lacrymans,Serpula lacrymans var. lacrymans S7.3	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,68889,227334,389951,80744,85982,341189,936435
943118	Toxoplasma gondii MAS	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii MAS	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,943118
943119	Toxoplasma gondii p89	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii p89	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,943119
943120	Toxoplasma gondii TgCATBr9	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii TgCATBr9	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,943120
943122	Toxoplasma gondii CAST	isolate	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii CAST	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,943122
943167	Toxoplasma gondii FOU	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Conoidasida,Coccidia,Eucoccidiorida,Eimeriorina,Sarcocystidae,Toxoplasma,Toxoplasma gondii,Toxoplasma gondii FOU	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,943167
944289	Collybiopsis luxurians FD-317 M1	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiineae,Omphalotaceae,Collybiopsis,Collybiopsis luxurians,Collybiopsis luxurians FD-317 M1	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,5338,2982316,72117,2607957,2773346,944289
945553	Hypholoma sublateritium FD-334 SS-4	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricineae,Strophariaceae,Hypholoma,Hypholoma sublateritium,Hypholoma sublateritium FD-334 SS-4	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,5338,2982305,40562,71944,71945,945553
946122	Amanita muscaria Koide BX008	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteineae,Amanitaceae,Amanita,Amanita muscaria,Amanita muscaria Koide BX008	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,5338,2982306,41954,41955,41956,946122
946362	Salpingoeca rosetta	species	root,cellular organisms,Eukaryota,Opisthokonta,Choanoflagellata,Craspedida,Salpingoecidae,Salpingoeca,Salpingoeca rosetta	1,131567,2759,33154,28009,1924738,81529,86017,946362
947166	Ramazzottius varieornatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Tardigrada,Eutardigrada,Parachela,Hypsibioidea,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,42241,42242,149990,2558949,2135438,286681,947166
948311	Fusarium proliferatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex,Fusarium proliferatum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171627,948311
948595	Vavraia culicis subsp. floridensis	subspecies	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Microsporidia,Pansporoblastina,Pleistophoridae,Vavraia,Vavraia culicis,Vavraia culicis subsp. floridensis	1,131567,2759,33154,4751,112252,6029,6036,35232,35235,103449,948595
979223	Oreocharis arfaki	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Passeroidea,Paramythiidae,Oreocharis,Oreocharis arfaki	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,175121,254572,979198,979223
979981	Fonsecaea multimorphosa	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Fonsecaea,Fonsecaea multimorphosa	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451870,34395,43219,40354,979981
980116	Tulosesus angulatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricineae,Psathyrellaceae,Tulosesus,Tulosesus angulatus	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,5338,2982305,184208,2897685,980116
981085	Morus notabilis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Rosales,Moraceae,Moreae,Morus,Morus notabilis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3744,3487,3054905,3497,981085
981350	Komagataella phaffii CBS 7435	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,Komagataella phaffii,Komagataella phaffii CBS 7435	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,115784,460517,460519,981350
983506	Rhizoctonia solani AG-1 IA	no rank	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes incertae sedis,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia solani,Rhizoctonia solani AG-1,Rhizoctonia solani AG-1 IA	1,131567,2759,33154,4751,451864,5204,5302,155619,355688,36064,5250,1322061,456999,2501646,983506
983644	Cordyceps militaris CM01	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps militaris,Cordyceps militaris CM01	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,474943,45234,73501,983644
983964	Trichoderma harzianum CBS 226.95	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma harzianum,Trichoderma harzianum CBS 226.95	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,5543,5544,983964
983965	Trichoderma longibrachiatum ATCC 18648	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma longibrachiatum,Trichoderma longibrachiatum ATCC 18648	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,5543,5548,983965
983966	Cyberlindnera jadinii NRRL Y-1542	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii,Cyberlindnera jadinii NRRL Y-1542	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,115784,604195,4903,983966
983967	[Candida] arabinofermentans NRRL YB-2248	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea,Ogataea/Candida clade,[Candida] arabinofermentans,[Candida] arabinofermentans NRRL YB-2248	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,1156497,461281,1540042,130810,983967
984485	Hyphopichia burtonii NRRL Y-1933	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,CUG-Ser1 clade,Debaryomycetaceae,Hyphopichia,Hyphopichia burtonii,Hyphopichia burtonii NRRL Y-1933	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,2916678,766764,507510,717740,984485
984486	Babjeviella inositovora NRRL Y-12698	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,CUG-Ser1 clade,CUG-Ser1 clade incertae sedis,Babjeviella,Babjeviella inositovora,Babjeviella inositovora NRRL Y-12698	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,2916678,2925792,766748,45609,984486
984487	Suhomyces tanzawaensis NRRL Y-17324	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,CUG-Ser1 clade,Debaryomycetaceae,Suhomyces,Suhomyces tanzawaensis,Suhomyces tanzawaensis NRRL Y-17324	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,2916678,766764,1539666,46583,984487
985895	Plenodomus lingam JN3	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,dothideomyceta,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Leptosphaeriaceae,Plenodomus,Plenodomus lingam/Leptosphaeria maculans species complex,Plenodomus lingam,Plenodomus lingam JN3	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715962,147541,451868,92860,715340,34374,118259,220671,5022,985895
986946	Aspergillus novoparasiticus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus novoparasiticus	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,986946
988480	Rozella allomycis CSF55	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Cryptomycota,Cryptomycota incertae sedis,Rozella,Rozella allomycis,Rozella allomycis CSF55	1,131567,2759,33154,4751,112252,1031332,2683658,276836,281847,988480
990121	Trichinella patagoniensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Enoplea,Dorylaimia,Trichinellida,Trichinellidae,Trichinella,Trichinella patagoniensis	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119088,1457286,6329,6332,6333,990121
993615	Vittaforma corneae ATCC 50505	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Microsporidia,Apansporoblastina,Nosematidae,Vittaforma,Vittaforma corneae,Vittaforma corneae ATCC 50505	1,131567,2759,33154,4751,112252,6029,6032,27974,42398,42399,993615
994334	Jimgerdemannia flammicorona	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Mucoromycota,Mucoromycotina,Endogonomycetes,Endogonales,Endogonaceae,Jimgerdemannia,Jimgerdemannia flammicorona	1,131567,2759,33154,4751,112252,1913637,451507,2212702,4869,4870,2052799,994334
999809	Sporisorium reilianum SRZ2	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Sporisorium reilianum,Sporisorium reilianum SRZ2	1,131567,2759,33154,4751,451864,5204,452284,5257,5267,5268,63265,72558,999809
999810	Botrytis cinerea T4	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,Botrytis cinerea T4	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,28983,33196,40559,999810
1001832	Daldinia sp. EC12	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Daldinia,unclassified Daldinia,Daldinia sp. EC12	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222545,37989,2033035,42360,2614574,1001832
1001833	Hypoxylon sp. CI-4A	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,unclassified Hypoxylon,Hypoxylon sp. CI-4A	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222545,37989,2033035,42308,2614581,1001833
1001937	Hypoxylon sp. EC38	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,unclassified Hypoxylon,Hypoxylon sp. EC38	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222545,37989,2033035,42308,2614581,1001937
1001938	Hypoxylon sp. CO27-5	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon,unclassified Hypoxylon,Hypoxylon sp. CO27-5	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222545,37989,2033035,42308,2614581,1001938
1003335	Kluyveromyces marxianus DMKU3-1042	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus,Kluyveromyces marxianus DMKU3-1042	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,4910,4911,1003335
1010633	Digitaria exilis	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,Liliopsida,Petrosaviidae,commelinids,Poales,Poaceae,PACMAD clade,Panicoideae,Panicodae,Paniceae,Anthephorinae,Digitaria,Digitaria exilis	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,4447,1437197,4734,38820,4479,147370,147369,1648036,147428,1293360,66017,1010633
1016849	Exophiala sideris	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala sideris	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451870,34395,43219,5583,1016849
1026970	Nannospalax galili	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Muroidea,Spalacidae,Spalacinae,Nannospalax,Nannospalax galili	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,314147,9989,1963758,337687,337664,10061,30636,1026970
1027910	Verticillium dahliae VDG1	strain	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae,Verticillium dahliae VDG1	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,1028384,1033978,1036719,27337,1027910
